id,Timestamp,Country,Sentiment
349,2014-02-15 03:54:02,Canada,2
350,2014-02-13 04:38:22,Argentina,0
351,2014-02-10 11:40:01,France,1
352,2014-02-21 21:53:50,Japan,2
353,2014-02-13 15:21:39,Poland,0
354,2014-02-17 05:25:03,Singapore,0
355,2014-02-09 18:14:28,Vietnam,1
356,2014-02-20 03:32:57,Ukraine,1
357,2014-02-22 12:07:54,Brazil,2
358,2014-02-07 06:01:16,Sweden,1
359,2014-02-21 04:08:19,Ireland,2
360,2014-02-21 03:24:54,Czech Republic,0
361,2014-02-15 00:14:19,United States,0
362,2014-02-22 04:27:09,United States,2
363,2014-02-08 03:36:41,Russia,2
364,2014-02-14 09:24:32,Russia,1
365,2014-02-18 21:27:36,China,1
366,2014-02-15 09:13:39,Portugal,2
367,2014-02-20 17:40:36,Jordan,2
368,2014-02-09 04:51:22,Mexico,2
369,2014-02-17 06:56:09,Canada,2
370,2014-02-11 03:38:10,Argentina,2
371,2014-02-18 09:28:49,France,0
372,2014-02-10 10:41:58,Japan,0
373,2014-02-21 05:01:21,Poland,1
374,2014-02-19 00:59:37,Singapore,1
375,2014-02-19 00:51:51,Vietnam,1
376,2014-02-18 08:51:36,Ukraine,0
377,2014-02-12 02:34:19,Brazil,1
378,2014-02-13 13:15:57,Sweden,1
379,2014-02-15 07:48:57,Ireland,1
380,2014-02-16 04:24:30,Czech Republic,0
381,2014-02-10 05:10:23,United States,1
382,2014-02-20 14:04:33,United States,0
383,2014-02-16 06:33:42,Russia,2
384,2014-02-07 19:21:44,Russia,2
385,2014-02-08 19:54:24,China,2
386,2014-02-12 10:04:19,Portugal,0
387,2014-02-07 22:44:01,Jordan,2
388,2014-02-14 00:03:33,Mexico,2
389,2014-02-22 07:54:40,Canada,1
390,2014-02-15 05:54:36,Argentina,1
391,2014-02-07 04:59:38,France,2
392,2014-02-08 02:47:48,Japan,2
393,2014-02-20 02:32:13,Poland,1
394,2014-02-11 07:05:46,Singapore,1
395,2014-02-09 19:40:53,Vietnam,1
396,2014-02-08 15:58:19,Ukraine,1
397,2014-02-11 18:10:03,Brazil,0
398,2014-02-07 08:08:30,Sweden,0
399,2014-02-22 19:27:52,Ireland,2
400,2014-02-07 05:03:47,Czech Republic,1
401,2014-02-21 17:21:32,United States,0
402,2014-02-10 04:09:32,United States,2
403,2014-02-14 05:34:04,Russia,0
404,2014-02-19 02:01:32,Russia,0
405,2014-02-22 20:36:56,China,1
406,2014-02-19 15:12:24,Portugal,0
407,2014-02-12 10:37:39,Jordan,0
408,2014-02-19 14:12:50,Mexico,2
409,2014-02-08 17:24:18,Canada,2
410,2014-02-12 23:39:36,Argentina,0
411,2014-02-21 00:46:31,France,2
412,2014-02-16 19:09:55,Japan,1
413,2014-02-11 06:38:45,Poland,2
414,2014-02-12 11:11:35,Singapore,1
415,2014-02-20 19:57:11,Vietnam,1
416,2014-02-10 15:04:16,Ukraine,1
417,2014-02-11 22:53:25,Brazil,2
418,2014-02-09 00:12:40,Sweden,2
419,2014-02-12 15:54:53,Ireland,0
420,2014-02-07 21:05:09,Czech Republic,0
421,2014-02-20 10:27:27,United States,2
422,2014-02-18 06:40:53,United States,1
423,2014-02-09 20:18:05,Russia,1
424,2014-02-08 02:42:33,Russia,2
425,2014-02-12 22:50:53,China,0
426,2014-02-15 01:49:11,Portugal,0
427,2014-02-08 17:22:39,Jordan,2
428,2014-02-09 14:14:04,Mexico,2
429,2014-02-07 04:11:57,Canada,2
430,2014-02-19 10:56:17,Argentina,0
431,2014-02-15 09:25:35,France,2
432,2014-02-11 22:14:07,Japan,2
433,2014-02-08 13:21:23,Poland,0
434,2014-02-13 10:27:32,Singapore,2
435,2014-02-16 18:07:10,Vietnam,1
436,2014-02-13 02:08:20,Ukraine,1
437,2014-02-13 15:53:57,Brazil,2
438,2014-02-15 11:46:16,Sweden,1
439,2014-02-16 06:48:52,Ireland,2
440,2014-02-15 19:14:11,Czech Republic,2
441,2014-02-09 18:00:05,United States,1
442,2014-02-09 04:12:24,United States,0
443,2014-02-18 22:01:21,Russia,2
444,2014-02-21 04:37:32,Russia,2
445,2014-02-21 23:58:36,China,0
446,2014-02-19 10:31:16,Portugal,0
447,2014-02-18 09:06:17,Jordan,1
448,2014-02-19 18:49:18,Mexico,0
449,2014-02-19 04:56:21,Canada,1
450,2014-02-11 20:45:07,Argentina,0
451,2014-02-17 17:36:10,France,1
452,2014-02-15 07:17:52,Japan,2
453,2014-02-09 12:02:04,Poland,1
454,2014-02-20 10:42:36,Singapore,2
455,2014-02-17 10:09:20,Vietnam,0
456,2014-02-21 03:54:13,Ukraine,1
457,2014-02-09 09:30:36,Brazil,0
458,2014-02-15 23:16:26,Sweden,0
459,2014-02-08 03:47:35,Ireland,1
460,2014-02-15 13:30:50,Czech Republic,1
461,2014-02-20 00:50:27,United States,2
462,2014-02-16 07:51:54,United States,2
463,2014-02-18 04:26:04,Russia,1
464,2014-02-11 19:09:11,Russia,0
465,2014-02-09 21:37:02,China,1
466,2014-02-11 12:04:21,Portugal,0
467,2014-02-20 18:14:11,Jordan,1
468,2014-02-12 23:44:32,Mexico,0
469,2014-02-10 14:27:34,Canada,0
470,2014-02-10 06:16:50,Argentina,1
471,2014-02-12 08:36:09,France,1
472,2014-02-13 14:38:49,Japan,2
473,2014-02-11 05:05:46,Poland,1
474,2014-02-11 02:39:02,Singapore,1
475,2014-02-17 06:39:47,Vietnam,1
476,2014-02-12 01:36:41,Ukraine,2
477,2014-02-22 15:51:10,Brazil,1
478,2014-02-20 17:15:32,Sweden,2
479,2014-02-22 21:54:33,Ireland,2
480,2014-02-10 04:29:12,Czech Republic,1
481,2014-02-21 15:10:05,United States,2
482,2014-02-17 14:51:35,United States,0
483,2014-02-22 01:48:52,Russia,0
484,2014-02-20 01:32:55,Russia,2
485,2014-02-22 16:19:33,China,2
486,2014-02-20 20:26:49,Portugal,1
487,2014-02-20 14:23:51,Jordan,1
488,2014-02-20 07:02:25,Mexico,2
489,2014-02-08 01:35:20,Canada,1
490,2014-02-12 05:29:05,Argentina,1
491,2014-02-11 03:19:51,France,1
492,2014-02-16 06:17:28,Japan,2
493,2014-02-21 00:06:07,Poland,2
494,2014-02-17 19:29:51,Singapore,0
495,2014-02-14 12:37:02,Vietnam,1
496,2014-02-12 13:21:23,Ukraine,2
497,2014-02-22 14:23:00,Brazil,2
498,2014-02-16 13:12:44,Sweden,2
499,2014-02-08 23:46:32,Ireland,2
500,2014-02-19 18:59:19,Czech Republic,2
501,2014-02-10 19:25:38,United States,1
502,2014-02-16 06:23:47,United States,1
503,2014-02-13 20:13:31,Russia,1
504,2014-02-18 09:21:16,Russia,0
505,2014-02-08 18:01:15,China,2
506,2014-02-10 04:35:49,Portugal,0
507,2014-02-18 22:19:11,Jordan,2
508,2014-02-08 17:11:43,Mexico,1
509,2014-02-09 00:38:42,Canada,2
510,2014-02-21 12:25:10,Argentina,2
511,2014-02-08 10:05:13,France,0
512,2014-02-15 05:54:58,Japan,2
513,2014-02-17 07:45:57,Poland,1
514,2014-02-12 17:46:38,Singapore,0
515,2014-02-14 15:01:29,Vietnam,1
516,2014-02-21 03:52:40,Ukraine,2
517,2014-02-14 11:29:45,Brazil,0
518,2014-02-15 10:59:44,Sweden,1
519,2014-02-20 14:23:18,Ireland,0
520,2014-02-20 08:35:01,Czech Republic,1
521,2014-02-20 11:15:04,United States,1
522,2014-02-22 08:37:11,United States,1
523,2014-02-09 23:42:19,Russia,1
524,2014-02-16 04:07:14,Russia,2
525,2014-02-17 00:16:09,China,0
526,2014-02-18 11:20:13,Portugal,0
527,2014-02-15 17:01:10,Jordan,1
528,2014-02-07 08:46:02,Mexico,0
529,2014-02-11 21:17:34,Canada,1
530,2014-02-17 13:00:17,Argentina,0
531,2014-02-07 03:19:11,France,1
532,2014-02-12 17:54:48,Japan,1
533,2014-02-17 22:38:48,Poland,2
534,2014-02-19 22:24:22,Singapore,1
535,2014-02-22 02:11:55,Vietnam,0
536,2014-02-11 20:07:03,Ukraine,1
537,2014-02-16 00:16:37,Brazil,0
538,2014-02-18 08:19:10,Sweden,0
539,2014-02-19 01:33:58,Ireland,1
540,2014-02-18 01:51:41,Czech Republic,1
541,2014-02-18 16:27:18,United States,0
542,2014-02-09 02:39:46,United States,2
543,2014-02-07 18:21:37,Russia,2
544,2014-02-10 21:00:32,Russia,1
545,2014-02-08 21:07:55,China,0
546,2014-02-21 00:15:08,Portugal,0
547,2014-02-16 09:16:24,Jordan,1
548,2014-02-18 00:29:52,Mexico,0
549,2014-02-15 18:26:20,Canada,1
550,2014-02-10 11:25:37,Argentina,0
551,2014-02-16 21:37:15,France,1
552,2014-02-12 10:39:37,Japan,0
553,2014-02-13 01:34:02,Poland,0
554,2014-02-19 00:19:13,Singapore,0
555,2014-02-19 22:45:11,Vietnam,2
556,2014-02-19 11:15:14,Ukraine,2
557,2014-02-17 06:52:47,Brazil,2
558,2014-02-11 22:26:15,Sweden,1
559,2014-02-16 12:27:34,Ireland,2
560,2014-02-19 13:45:12,Czech Republic,1
561,2014-02-12 20:27:30,United States,1
562,2014-02-12 14:06:26,United States,0
563,2014-02-22 16:52:59,Russia,2
564,2014-02-22 17:35:20,Russia,0
565,2014-02-09 01:22:51,China,0
566,2014-02-10 17:49:05,Portugal,1
567,2014-02-22 07:30:25,Jordan,2
568,2014-02-19 21:51:41,Mexico,0
569,2014-02-21 09:09:55,Canada,2
570,2014-02-13 21:23:10,Argentina,0
571,2014-02-19 06:59:41,France,1
572,2014-02-12 15:03:26,Japan,2
573,2014-02-18 03:48:44,Poland,0
574,2014-02-07 19:33:45,Singapore,2
575,2014-02-08 02:12:40,Vietnam,1
576,2014-02-20 04:59:53,Ukraine,1
577,2014-02-14 17:59:52,Brazil,2
578,2014-02-22 20:12:42,Sweden,0
579,2014-02-20 03:07:34,Ireland,2
580,2014-02-19 04:49:11,Czech Republic,1
581,2014-02-13 10:16:47,United States,1
582,2014-02-21 22:48:52,United States,1
583,2014-02-19 10:45:10,Russia,0
584,2014-02-21 15:36:47,Russia,2
585,2014-02-19 20:46:57,China,2
586,2014-02-13 19:19:20,Portugal,2
587,2014-02-21 10:52:17,Jordan,2
588,2014-02-15 21:29:42,Mexico,0
589,2014-02-12 19:57:45,Canada,0
590,2014-02-14 21:52:07,Argentina,1
591,2014-02-09 20:05:45,France,0
592,2014-02-17 16:44:35,Japan,0
593,2014-02-14 09:15:32,Poland,0
594,2014-02-12 06:20:24,Singapore,2
595,2014-02-19 04:01:59,Vietnam,0
596,2014-02-16 17:28:37,Ukraine,1
597,2014-02-14 19:03:19,Brazil,0
598,2014-02-21 09:20:06,Sweden,0
599,2014-02-14 21:10:05,Ireland,1
600,2014-02-18 22:02:46,Czech Republic,1
601,2014-02-16 00:57:33,United States,0
602,2014-02-20 23:16:39,United States,2
603,2014-02-22 17:32:37,Russia,2
604,2014-02-15 20:50:06,Russia,1
605,2014-02-20 10:32:54,China,1
606,2014-02-10 13:42:16,Portugal,2
607,2014-02-08 04:19:34,Jordan,0
608,2014-02-17 00:13:11,Mexico,1
609,2014-02-18 01:06:59,Canada,0
610,2014-02-07 01:39:45,Argentina,2
611,2014-02-21 13:23:28,France,2
612,2014-02-18 11:07:23,Japan,2
613,2014-02-07 03:15:18,Poland,1
614,2014-02-07 21:34:13,Singapore,0
615,2014-02-17 18:10:34,Vietnam,0
616,2014-02-19 16:22:05,Ukraine,1
617,2014-02-15 03:38:38,Brazil,1
618,2014-02-13 13:20:02,Sweden,2
619,2014-02-10 03:25:26,Ireland,0
620,2014-02-16 01:57:30,Czech Republic,2
621,2014-02-07 23:56:46,United States,0
622,2014-02-22 13:20:03,United States,1
623,2014-02-17 02:37:37,Russia,2
624,2014-02-13 05:28:25,Russia,1
625,2014-02-15 11:02:52,China,0
626,2014-02-07 23:32:07,Portugal,1
627,2014-02-17 22:11:57,Jordan,2
628,2014-02-10 21:54:42,Mexico,1
629,2014-02-17 13:18:40,Canada,0
630,2014-02-17 20:41:46,Argentina,1
631,2014-02-17 08:08:06,France,0
632,2014-02-22 23:12:12,Japan,1
633,2014-02-19 17:23:32,Poland,1
634,2014-02-09 06:19:00,Singapore,1
635,2014-02-19 18:25:31,Vietnam,2
636,2014-02-16 06:12:09,Ukraine,0
637,2014-02-16 17:13:04,Brazil,1
638,2014-02-20 23:29:15,Sweden,2
639,2014-02-10 00:44:33,Ireland,0
640,2014-02-14 19:28:23,Czech Republic,1
641,2014-02-15 07:50:41,United States,0
642,2014-02-08 14:03:23,United States,2
643,2014-02-14 07:50:23,Russia,0
644,2014-02-22 03:34:10,Russia,1
645,2014-02-08 12:02:58,China,0
646,2014-02-19 12:01:59,Portugal,1
647,2014-02-13 02:45:00,Jordan,2
648,2014-02-07 09:46:08,Mexico,1
649,2014-02-13 14:13:06,Canada,1
650,2014-02-17 14:11:11,Argentina,1
651,2014-02-18 03:43:58,France,1
